Stock number,Artist's reference number,Title,Year,Medium,Dimensions,Signed and dated,Series,Additional information,Status,Availability,Location,Location (detail),Condition 
HC2111,i23-1111,Untitled (i23-1111),1982-1984,Ink on paper,"56.2 x 76.5 cm; 22 1/8 x 30 1/8 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 15 1/4 x 25 3/4 ",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2110,i23-1110,Untitled (i23-1110),1982-1984,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 17 5/8 x 21 1/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Has a very think random pen mark
HC2109,i23-1109,Untitled (i23-1109),1982-1984,Ink on paper,"Paper size: 56.5 x 76.2 cm, 22 1/4 x 30 in; Image size: 46 x 65 cm, 18 1/8 x 25 5/8 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 26",On consignment,Available,London Gallery (location),Basement - C7,
HC2108,i23-1108,Untitled (i23-1108),1982-1984,Ink on paper,"Paper size: 56.5 x 76.2 cm 22 1/4 x 30 in; Image size: 40 x 66.5 cm, 15 3/4 x 26 1/8 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 16 1/4 x 26",On consignment,Available,London Gallery (location),Basement - C7,Has a very think random pen mark
HC2107,i23-1107,Untitled (i23-1107),1982-1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 16 3/4 x 25",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Slight crease along top right margin
HC2106,i23-1106,Untitled (i23-1106),1982-1984,Ink on paper,"Paper size: 56.5 x 76.2 cm 22 1/4 x 30 in; Image size: 66 x 47 cm, 26 x 18 1/2 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 26",On consignment,Available,London Gallery (location),Basement - C7,Image shifted up so smaller lower margin
HC2105,i23-1105,Untitled (i23-1105),1982-1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2104,i23-1104,Untitled (i23-1104),1982-1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2103,i23-1103,Untitled (i23-1103),1982-1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2102,i23-1102,Untitled (i23-1102),1982-1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 17 3/4 x 20 1/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2101,i23-1101,Untitled (i23-1101),1982-1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 12 x 26 1/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2100,i23-1100,Untitled (i23-1100),1982-1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Pen skipped in a few sections
HC2099,i23-1099,Untitled (i23-1099),1982-1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2098,i23-1098,Untitled (i23-1098),1982-1984,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 17 1/2 x 25 1/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2097,i23-1097,Untitled (i23-1097),1982-1984,Ink on paper,"56.2 x 76.2 cm; 22 1/8 x 30 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2096,i23-1096,Untitled (i23-1096),1982-1984,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2095,i23-1095,Untitled (i23-1095),1982-1984,Ink on paper,"56.5 x 76.2 cm; 22 1/4 x 30 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2094,i23-1094,Untitled (i23-1094),1982-1984,Ink on paper,"56.2 x 76.2 cm; 22 1/8 x 30 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 24",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2093,i23-1093,Untitled (i23-1093),1982-1984,Ink on paper,"55.9 x 76.2 cm; 22 x 30 in",,,"Created on Saunders Waterford paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Yellowing / ageing along right edge - 2 in. thick
HC2092,i23-1092,Untitled (i23-1092),1982-1984,Ink on paper,"57.1 x 76.8 cm; 22 1/2 x 30 1/4 in",,,"Created on BFK Rives paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 19 1/2",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Slight crease along left margin - 2 1/2 in. inwards
HC2091,i23-1091,Untitled (i23-1091),1982-1984,Ink on paper,"57.1 x 76.5 cm; 22 1/2 x 30 1/8 in",,,"Created on Arches '28' paper
Belongs to AARON-2 Era
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 25",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2090,i23-1090,Untitled (i23-1090),1982-1984,Ink on paper,"59.1 x 77.2 cm; 23 1/4 x 30 3/8 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 25",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Dent in lower central margin
HC2089,i23-1089,Untitled (i23-1089),1982-1984,Ink on paper,"59.1 x 77.2 cm; 23 1/4 x 30 3/8 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 16 x 25 1/2",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2088,i23-1088,Untitled (i23-1088),1982-1984,Ink on paper,"59.1 x 77.2 cm; 23 1/4 x 30 3/8 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 17 x 24",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2087,i23-1087,Untitled (i23-1087),1982-1984,Ink on paper,"59.1 x 77.2 cm; 23 1/4 x 30 3/8 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 17 1/2 x 22 1/2",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2086,i23-1086,Untitled (i23-1086),1982-1984,Ink on paper,"59.1 x 77.2 cm; 23 1/4 x 30 3/8 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 17 1/2 x 25",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2085,i23-1085,Untitled (i23-1085),1982-1984,Ink on paper,"59.1 x 77.2 cm; 23 1/4 x 30 3/8 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 24 1/2",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2084,i23-1084,Untitled (i23-1084),1982-1984,Ink on paper,"59.1 x 77.5 cm; 23 1/4 x 30 1/2 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 25 3/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2083,i23-1083,Untitled (i23-1083),1982-1984,Ink on paper,"59.1 x 77.2 cm; 23 1/4 x 30 3/8 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 16 3/4 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2082,i23-1082,Untitled (i23-1082),1982-1984,Ink on paper,"59.1 x 77.5 cm; 23 1/4 x 30 1/2 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 25 3/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2081,i23-1081,Untitled (i23-1081),1982-1984,Ink on paper,"56.2 x 76.2 cm; 22 1/8 x 30 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 25",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2080,i23-1080,Untitled (i23-1080),1982-1984,Ink on paper,"55.9 x 76.2 cm; 22 x 30 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2079,i23-1079,Untitled (i23-1079),1982-1984,Ink on paper,"55.9 x 76.2 cm; 22 x 30 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 24",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2078,i23-1078,Untitled (i23-1078),1982-1984,Ink on paper,"56.2 x 76.5 cm; 22 1/8 x 30 1/8 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 16 1/2 x 24 1/2",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2077,i23-1077,Untitled (i23-1077),1982-1984,Ink on paper,"55.9 x 76.2 cm; 22 x 30 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 24",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2076,i23-1076,Untitled (i23-1076),1982-1984,Ink on paper,"56.2 x 76.5 cm; 22 1/8 x 30 1/8 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 17 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2075,i23-1075,Untitled (i23-1075),1982-1984,Ink on paper,"56.2 x 76.5 cm; 22 1/8 x 30 1/8 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 24",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2074,i23-1074,Untitled (i23-1074),1982-1984,Ink on paper,"59.1 x 77.2 cm; 23 1/4 x 30 3/8 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 24 1/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2073,i23-1073,Untitled (i23-1073),1982-1984,Ink on paper,"55.9 x 76.5 cm; 22 x 30 1/8 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2072,i23-1072,Untitled (i23-1072),1982-1984,Ink on paper,"56.2 x 76.5 cm; 22 1/8 x 30 1/8 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 24 1/2",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2071,i23-1071,Untitled (i23-1071),1982-1984,Ink on paper,"56.2 x 76.2 cm; 22 1/8 x 30 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2070,i23-1070,Untitled (i23-1070),1982-1984,Ink on paper,"56.5 x 76.5 cm; 22 1/4 x 30 1/8 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 25 1/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)","Image shifted up, resulting in narrow top margin"
HC2069,i23-1069,Untitled (i23-1069),1982-1984,Ink on paper,"55.9 x 76.2 cm; 22 x 30 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 18 x 24 1/2",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2068,i23-1068,Untitled (i23-1068),1982-1984,Ink on paper,"55.9 x 76.2 cm; 22 x 30 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 17 x 22 1/2",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2067,i23-1067,Untitled (i23-1067),1982-1984,Ink on paper,"55.9 x 76.2 cm; 22 x 30 in",,,"Created on Saunders Waterford paper
Mix of AARON II Rocks and Early People
All plotted using HC drawing machine
AARON II generated drawings 
Image: 16 x 20",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2066,i23-1066,Untitled (i23-1066),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2065,i23-1065,Untitled (i23-1065),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Upper right edge slightly creased
HC2064,i23-1064,Untitled (i23-1064),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 20 1/2",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2063,i23-1063,Untitled (i23-1063),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2062,i23-1062,Untitled (i23-1062),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2061,i23-1061,Untitled (i23-1061),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2060,i23-1060,Untitled (i23-1060),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2059,i23-1059,Untitled (i23-1059),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 25 ",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2058,i23-1058,Untitled (i23-1058),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 23 1/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2057,i23-1057,Untitled (i23-1057),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Upper left edge partly folded
HC2056,i23-1056,Untitled (i23-1056),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Pen skipped or was producing rather thin lines
HC2055,i23-1055,Untitled (i23-1055),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Dirt mark in right margin
HC2054,i23-1054,Untitled (i23-1054),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)","Upper right edge slightly creased 
Has some random ink splatter"
HC2053,i23-1053,Untitled (i23-1053),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2052,i23-1052,Untitled (i23-1052),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 25 1/2 ",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2051,i23-1051,Untitled (i23-1051),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 17 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)","Upper right corner ripped off 
Either extra ink deposited in the mid center or some unusual imagery"
HC2050,i23-1050,Untitled (i23-1050),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 19 3/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Pen skipped or was producing rather thin lines
HC2049,i23-1049,Untitled (i23-1049),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2048,i23-1048,Untitled (i23-1048),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 14 3/4 x 22",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2047,i23-1047,Untitled (i23-1047),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2046,i23-1046,Untitled (i23-1046),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 24 x 13 1/2 ",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2045,i23-1045,Untitled (i23-1045),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 25 1/2 ",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2044,i23-1044,Untitled (i23-1044),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2043,i23-1043,Untitled (i23-1043),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 16 3/4 x 25 3/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2042,i23-1042,Untitled (i23-1042),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 22 3/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2041,i23-1041,Untitled (i23-1041),1982-1984,Ink on paper,"58.1 x 78.4 cm; 22 7/8 x 30 7/8 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2040,i23-1040,Untitled (i23-1040),1982-1984,Ink on paper,"56.5 x 77.5 cm; 22 1/4 x 30 1/2 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 16 3/8 x 24",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Slight rip on right edge
HC2039,i23-1039,Untitled (i23-1039),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",Paper ripped in bottom right corner
HC2038,i23-1038,Untitled (i23-1038),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2037,i23-1037,Untitled (i23-1037),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)","Crease along left edge, one inch in"
HC2036,i23-1036,Untitled (i23-1036),1982-1984,Ink on paper,"56.5 x 76.8 cm; 22 1/4 x 30 1/4 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 25 ",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2035,i23-1035,Untitled (i23-1035),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 25",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2034,i23-1034,Untitled (i23-1034),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 15 x 23 3/4",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2033,i23-1033,Untitled (i23-1033),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 14 3/4 x 23 3/4 ",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2032,i23-1032,Untitled (i23-1032),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2031,i23-1031,Untitled (i23-1031),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 18 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2030,i23-1030,Untitled (i23-1030),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 12 x 26",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2029,i23-1029,Untitled (i23-1029),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 16 1/8 x 24 3/4 ",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
HC2028,i23-1028,Untitled (i23-1028),1982-1984,Ink on paper,"58.1 x 78.7 cm; 22 7/8 x 31 in",,,"Created on Saunders Waterford paper
Machine Drawing
AARON II 
Image: 13 1/2 x 24 1/2",3rd Party,Potentially available,"Encinitas, California, United States","Studio, Above Racks (Section C)",
